105.48999786376953,21.600000381469727,49.22999954223633,15.539999961853027,385.0199890136719,31.920000076293945,35.79999923706055,42.849998474121094,27.420000076293945,7.730000019073486,33.91999816894531,244.4499969482422,74.05000305175781,101.02999877929688,20.93000030517578,113.,57.75,204.42999267578125,87.,41.279998779296875,115.66000366210938,20.399999618530273,101.04000091552734,76.44000244140625,149.64999389648438,48.689998626708984,204.4499969482422,205.38999938964844,111.91999816894531,46.310001373291016
105.48999786376953,21.600000381469727,49.22999954223633,15.539999961853027,385.0299987792969,31.920000076293945,35.79999923706055,42.849998474121094,27.299999237060547,7.730000019073486,33.91999816894531,242.22000122070312,74.05000305175781,101.02999877929688,20.93000030517578,113.,57.75,203.33999633789062,87.,41.279998779296875,115.66000366210938,20.399999618530273,101.04000091552734,76.44000244140625,149.64999389648438,48.689998626708984,204.25999450683594,205.38999938964844,111.91999816894531,46.310001373291016
105.68000030517578,21.600000381469727,48.959999084472656,15.550000190734863,382.1000061035156,31.920000076293945,35.79999923706055,42.849998474121094,27.299999237060547,7.730000019073486,33.91999816894531,243.8699951171875,74.05000305175781,101.02999877929688,20.93000030517578,113.05000305175781,57.75,203.33999633789062,87.,41.279998779296875,115.66000366210938,20.3799991607666,101.04000091552734,76.44000244140625,150.,48.689998626708984,204.25999450683594,205.38999938964844,111.91999816894531,45.90999984741211
105.68000030517578,21.600000381469727,48.939998626708984,15.550000190734863,383.7699890136719,31.920000076293945,35.79999923706055,42.849998474121094,27.229999542236328,7.769999980926514,33.91999816894531,242.6699981689453,74.05000305175781,101.02999877929688,20.93000030517578,113.0999984741211,57.75,203.35000610351562,87.,41.31999969482422,115.66000366210938,20.3799991607666,101.04000091552734,76.44000244140625,150.,48.689998626708984,204.25999450683594,205.38999938964844,111.91999816894531,45.90999984741211
105.68000030517578,21.600000381469727,48.88999938964844,15.569999694824219,383.44000244140625,31.920000076293945,35.79999923706055,42.75,27.229999542236328,7.789999961853027,33.91999816894531,241.63999938964844,74.05000305175781,101.02999877929688,20.93000030517578,113.0999984741211,57.75,203.35000610351562,87.,41.220001220703125,115.66000366210938,20.43000030517578,101.04000091552734,76.44000244140625,150.,48.689998626708984,204.25999450683594,205.38999938964844,111.91999816894531,45.90999984741211
105.69999694824219,21.6200008392334,48.790000915527344,15.569999694824219,383.45001220703125,31.920000076293945,35.79999923706055,42.70000076293945,27.229999542236328,7.800000190734863,33.880001068115234,242.52000427246094,74.05000305175781,101.02999877929688,20.93000030517578,113.06999969482422,57.75,204.17999267578125,87.,41.22999954223633,115.66000366210938,20.3799991607666,101.04000091552734,76.44000244140625,150.,48.02000045776367,204.2100067138672,205.42999267578125,110.61000061035156,45.790000915527344
105.47000122070312,21.709999084472656,48.43000030517578,15.569999694824219,382.9200134277344,31.940000534057617,35.709999084472656,42.31999969482422,27.229999542236328,7.809999942779541,33.84000015258789,242.55999755859375,74.05000305175781,101.02999877929688,20.93000030517578,113.,57.709999084472656,204.16000366210938,87.,41.29999923706055,115.66999816894531,20.360000610351562,101.04000091552734,76.44000244140625,150.00999450683594,48.02000045776367,204.2100067138672,205.4499969482422,110.5999984741211,45.75
105.44999694824219,21.75,48.27000045776367,15.569999694824219,382.1600036621094,31.920000076293945,35.65999984741211,42.349998474121094,27.34000015258789,7.789999961853027,33.84000015258789,241.5800018310547,74.05000305175781,101.0199966430664,20.899999618530273,112.93000030517578,57.709999084472656,203.33999633789062,86.63999938964844,41.34000015258789,115.98999786376953,20.299999237060547,100.75,76.37000274658203,149.67999267578125,47.77000045776367,204.14999389648438,206.97999572753906,111.61000061035156,45.77000045776367
105.79000091552734,21.739999771118164,48.619998931884766,15.569999694824219,383.1199951171875,31.950000762939453,35.650001525878906,42.599998474121094,27.219999313354492,7.789999961853027,33.709999084472656,242.64999389648438,74.05000305175781,101.0199966430664,20.8700008392334,113.,57.709999084472656,203.36000061035156,86.63999938964844,41.380001068115234,115.98999786376953,20.260000228881836,100.75,76.37000274658203,149.67999267578125,47.77000045776367,204.16000366210938,206.97999572753906,110.55000305175781,45.77000045776367
105.76000213623047,21.709999084472656,48.63999938964844,15.5600004196167,383.1199951171875,31.950000762939453,35.650001525878906,42.38999938964844,27.25,7.800000190734863,33.709999084472656,242.,74.05000305175781,101.0199966430664,20.8700008392334,112.9000015258789,57.709999084472656,203.42999267578125,86.62999725341797,41.22999954223633,115.98999786376953,20.25,100.62999725341797,75.66999816894531,149.67999267578125,47.77000045776367,204.16000366210938,206.97999572753906,110.55000305175781,45.77000045776367
